City,Zip,Station,Address,Base,Net,Discount,Lat,Long
Riverhead,11901,Mobil,"1575 Old Country Rd, 11901",2.73,2.7,Mobil,,
Riverhead,11901,Speedway,"870 Old Country Rd, 11901",2.73,2.68,Speedway,,
Riverhead,11901,BP,"626 W Main St, 11901",2.75,2.7,BP,,
Riverhead,11901,Sunoco,"1879 Old Country Rd 58, 11901",2.79,2.76,Sunoco,,
Riverhead,11901,Empire,"640 Main Rd, 11901",2.89,2.89,-,,
Riverhead,11901,Shell,"1733 Old Country Rd, 11901",2.67,2.62,Shell,,
Riverhead,11901,Valero,"1356 OLD COUNTRY RD, 11901",2.67,2.67,-,,
Riverhead,11901,Empire,"1050 Osborne Ave, 11901",2.67,2.67,-,,
Riverhead,11901,Empire,"640 Old Country Rd, 11901",2.79,2.79,-,,
Westhampton Beach,11978,7-Eleven,"107 Old Riverhead Rd, 11978",2.85,2.82,7-Eleven,,
Westhampton Beach,11978,Valero,"112 Montauk Hwy, 11978",2.85,2.85,-,,
Quogue,11959,Speedway,"38 Montauk Hwy, 11959",2.85,2.8,Speedway,,
Hampton Bays,11946,7-11,"192 W Montauk hwy, 11946",2.65,2.62,7-11,,
Hampton Bays,11946,Shell,"250 E Montauk Hwy, 11946",2.89,2.84,Shell,,
Hampton Bays,11946,Mobil,"239 W Montauk Hwy, 11946",2.73,2.7,Mobil,,
Southampton,11968,Speedway,"816 CR-39, 11968",2.89,2.84,Speedway,,
Southampton,11968,Gas Hampton,"2000 CR-39, 11968",2.89,2.89,-,,
Southampton,11968,Shell,"1630 CR-39, 11968",2.79,2.74,Shell,,
Water Mill,11976,Speedway,"1138 Montauk Hwy, 11976",3.09,3.04,Speedway,,
Sag Harbor,11963,Gulf,"144 Hampton St, 11963",3.99,3.99,-,,
East Hampton,11937,ROYAL,"23 Three Mile Harbor Rd, 11937",4.13,4.13,-,,
